y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
tobacco_smoking_pack_years_smoked	Q	EBV	1	82.8203468550928	351	442978.939837643	0.0656237557406049	0.797968607491994	9.1207695555554	Disease	NA	0.969455055453171
tobacco_smoking_pack_years_smoked	Q	HAC	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	HBV	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	HHV5	1	2605.83024321625	351	440455.929941282	2.07659008130697	0.150465470625267	-25.7655071492734	Disease	NA	0.565385404773729
tobacco_smoking_pack_years_smoked	Q	HPV16	1	11608.5610161523	351	431453.199168346	9.44390938466446	0.0022842213281624	-21.1229587414965	Disease	NA	0.0561264139289184
tobacco_smoking_pack_years_smoked	Q	HPV18	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	HPV33	1	1734.78630752023	351	441326.973876978	1.37972530568535	0.240944212490755	-18.8363205882353	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	HPV45	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	Other.HPV	1	17.2945384349441	351	443044.465646063	0.0137015208661129	0.906884609009401	2.09217581017708	Disease	NA	0.980093968538557
tobacco_smoking_pack_years_smoked	Q	Any.HPV	1	12190.3272993476	351	430871.43288515	9.93058382501658	0.00176536275774149	-19.2457854630399	Disease	NA	0.0547262454899861
tobacco_smoking_pack_years_smoked	Q	Any.HHV	1	1725.22844435135	351	441336.531740146	1.37209394740036	0.242246983951248	-18.7410810702775	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	AnyVirus	1	14245.7351072546	351	428816.025077243	11.6606020536329	0.000713090164516575	-19.2692841251678	Disease	NA	0.0547262454899861
tobacco_smoking_pack_years_smoked	Q	BK.low	1	24.7082397941267	351	443037.051944704	0.0195753202348884	0.888809902885563	3.52564542450695	Disease	NA	0.980093968538557
tobacco_smoking_pack_years_smoked	Q	EBV.low	1	617.984140445828	351	442443.776044052	0.490259881686953	0.4842752255595	3.07032929989846	Disease	NA	0.883090117196735
tobacco_smoking_pack_years_smoked	Q	HAC.low	1	238.801048612979	351	442822.959135885	0.189283699803457	0.663780839001894	-2.75550075355896	Disease	NA	0.924818247598144
tobacco_smoking_pack_years_smoked	Q	HBV.low	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	HHV5.low	1	359.749524953368	351	442702.010659544	0.285230426377576	0.593631401840457	5.17513081610813	Disease	NA	0.916668062132453
tobacco_smoking_pack_years_smoked	Q	HPV16.low	1	162.027665881324	351	442899.732518616	0.128407642969064	0.720304212566856	2.16543214183529	Disease	NA	0.950188535726491
tobacco_smoking_pack_years_smoked	Q	HPV18.low	1	2047.69723067241	351	441014.062953825	1.62974786597966	0.2025818885559	12.4341679454186	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	HPV33.low	1	1674.75697479054	351	441387.003209707	1.33180110396724	0.249270207523766	12.6506996405921	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	HPV45.low	0	0	352	443061.760184498	NA	NA	NA	Disease	NA	NA
tobacco_smoking_pack_years_smoked	Q	Other.HPV.low	1	1780.36372219096	351	441281.396462307	1.41612057861226	0.23484726378507	-9.2037463256095	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	Any.HPV.low	1	520.716451328422	351	442541.043733169	0.413004572128407	0.520867985345695	3.34641145949804	Disease	NA	0.914221193771051
tobacco_smoking_pack_years_smoked	Q	Any.HHV.low	1	2026.8511783763	351	441034.909006122	1.61308039133067	0.204900629007643	5.44189355912411	Disease	NA	0.629051162926895
tobacco_smoking_pack_years_smoked	Q	AnyVirus.low	1	5887.99035906838	351	437173.769825429	4.72737560823529	0.0303537167905955	8.26053366803649	Disease	NA	0.245603654591149
